ID,receiver_country,receiver_region,receiver_name,receiver_category,receiver_category_subcode
39,Denmark,EUROPE; NATO; EU; NORTHEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
39,Denmark,EUROPE; NATO; EU; NORTHEU,,End user(s) / specially protected groups,
39,Israel,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
39,Israel,ASIA; MENA; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
39,Israel,ASIA; MENA; MEA,,End user(s) / specially protected groups,
39,Saudi Arabia,ASIA; MENA; MEA; GULFC,,State institutions / political system,Government / ministries
39,Saudi Arabia,ASIA; MENA; MEA; GULFC,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
39,Saudi Arabia,ASIA; MENA; MEA; GULFC,,End user(s) / specially protected groups,
39,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
39,Pakistan,ASIA; SASIA; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
39,Pakistan,ASIA; SASIA; SCO,,End user(s) / specially protected groups,
39,Afghanistan,ASIA; SASIA,,State institutions / political system,Government / ministries
39,Afghanistan,ASIA; SASIA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
39,Afghanistan,ASIA; SASIA,,End user(s) / specially protected groups,
39,Iraq,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
39,Iraq,ASIA; MENA; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
39,Iraq,ASIA; MENA; MEA,,End user(s) / specially protected groups,
40,"Korea, Democratic People's Republic of",ASIA; NEA,,State institutions / political system,Military
40,"Korea, Democratic People's Republic of",ASIA; NEA,,State institutions / political system,Intelligence agencies
40,"Korea, Democratic People's Republic of",ASIA; NEA,,Critical infrastructure,Defence industry
40,"Korea, Democratic People's Republic of",ASIA; NEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
40,"Korea, Democratic People's Republic of",ASIA; NEA,,Media,
40,"Korea, Democratic People's Republic of",ASIA; NEA,,Other,
40,Japan,ASIA; SCS; NEA,,State institutions / political system,Military
40,Japan,ASIA; SCS; NEA,,State institutions / political system,Intelligence agencies
40,Japan,ASIA; SCS; NEA,,Critical infrastructure,Defence industry
40,Japan,ASIA; SCS; NEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
40,Japan,ASIA; SCS; NEA,,Media,
40,Japan,ASIA; SCS; NEA,,Other,
40,India,ASIA; SASIA; SCO,,State institutions / political system,Military
40,India,ASIA; SASIA; SCO,,State institutions / political system,Intelligence agencies
40,India,ASIA; SASIA; SCO,,Critical infrastructure,Defence industry
40,India,ASIA; SASIA; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
40,India,ASIA; SASIA; SCO,,Media,
40,India,ASIA; SASIA; SCO,,Other,
40,United States,NATO; NORTHAM,,State institutions / political system,Military
40,United States,NATO; NORTHAM,,State institutions / political system,Intelligence agencies
40,United States,NATO; NORTHAM,,Critical infrastructure,Defence industry
40,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
40,United States,NATO; NORTHAM,,Media,
40,United States,NATO; NORTHAM,,Other,
40,Asia (region),,,State institutions / political system,Military
40,Asia (region),,,State institutions / political system,Intelligence agencies
40,Asia (region),,,Critical infrastructure,Defence industry
40,Asia (region),,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
40,Asia (region),,,Media,
40,Asia (region),,,Other,
41,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
41,United States,NATO; NORTHAM,,State institutions / political system,Election infrastructure / related systems
42,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,Government / ministries
42,China,ASIA; SCS; EASIA; NEA; SCO,,State institutions / political system,Military
42,China,ASIA; SCS; EASIA; NEA; SCO,,Science,
42,China,ASIA; SCS; EASIA; NEA; SCO,,Other,
43,Morocco,AFRICA; NAF; MENA,,State institutions / political system,Government / ministries
43,Morocco,AFRICA; NAF; MENA,,State institutions / political system,
43,Morocco,AFRICA; NAF; MENA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
43,Morocco,AFRICA; NAF; MENA,,Science,
43,Morocco,AFRICA; NAF; MENA,,Other,
43,Brazil,SOUTHAM,,State institutions / political system,Government / ministries
43,Brazil,SOUTHAM,,State institutions / political system,
43,Brazil,SOUTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
43,Brazil,SOUTHAM,,Science,
43,Brazil,SOUTHAM,,Other,
43,United Kingdom,EUROPE; NATO; EU; NORTHEU,,State institutions / political system,Government / ministries
43,United Kingdom,EUROPE; NATO; EU; NORTHEU,,State institutions / political system,
43,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
43,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Science,
43,United Kingdom,EUROPE; NATO; EU; NORTHEU,,Other,
43,Spain,EUROPE; NATO; EU,,State institutions / political system,Government / ministries
43,Spain,EUROPE; NATO; EU,,State institutions / political system,
43,Spain,EUROPE; NATO; EU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
43,Spain,EUROPE; NATO; EU,,Science,
43,Spain,EUROPE; NATO; EU,,Other,
43,France,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Government / ministries
43,France,EUROPE; NATO; EU; WESTEU,,State institutions / political system,
43,France,EUROPE; NATO; EU; WESTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
43,France,EUROPE; NATO; EU; WESTEU,,Science,
43,France,EUROPE; NATO; EU; WESTEU,,Other,
43,Switzerland,EUROPE; WESTEU,,State institutions / political system,Government / ministries
43,Switzerland,EUROPE; WESTEU,,State institutions / political system,
43,Switzerland,EUROPE; WESTEU,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
43,Switzerland,EUROPE; WESTEU,,Science,
43,Switzerland,EUROPE; WESTEU,,Other,
43,Libya,AFRICA; MENA; MEA; NAF,,State institutions / political system,Government / ministries
43,Libya,AFRICA; MENA; MEA; NAF,,State institutions / political system,
43,Libya,AFRICA; MENA; MEA; NAF,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
43,Libya,AFRICA; MENA; MEA; NAF,,Science,
43,Libya,AFRICA; MENA; MEA; NAF,,Other,
43,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
43,United States,NATO; NORTHAM,,State institutions / political system,
43,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
43,United States,NATO; NORTHAM,,Science,
43,United States,NATO; NORTHAM,,Other,
44,United States,NATO; NORTHAM,,State institutions / political system,Military
44,United States,NATO; NORTHAM,,Critical infrastructure,Telecommunications
44,United States,NATO; NORTHAM,,Critical infrastructure,Defence industry
44,United States,NATO; NORTHAM,,Science,
44,Europe (region),,,State institutions / political system,Military
44,Europe (region),,,Critical infrastructure,Telecommunications
44,Europe (region),,,Critical infrastructure,Defence industry
44,Europe (region),,,Science,
45,Global (region),,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
45,Global (region),,,End user(s) / specially protected groups,
46,"Iran, Islamic Republic of",ASIA; MENA; MEA,,State institutions / political system,Military
46,"Iran, Islamic Republic of",ASIA; MENA; MEA,,Critical infrastructure,Defence industry
48,EU (region),,,State institutions / political system,
48,EU (region),,,International / supranational organization,
48,France,EUROPE; NATO; EU; WESTEU,,State institutions / political system,
48,France,EUROPE; NATO; EU; WESTEU,,International / supranational organization,
48,Greece,EUROPE; NATO; EU; BALKANS,,State institutions / political system,
48,Greece,EUROPE; NATO; EU; BALKANS,,International / supranational organization,
48,Italy,EUROPE; NATO; EU,,State institutions / political system,
48,Italy,EUROPE; NATO; EU,,International / supranational organization,
48,Mexico,,,State institutions / political system,
48,Mexico,,,International / supranational organization,
48,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,
48,"Korea, Republic of",ASIA; SCS; NEA,,International / supranational organization,
48,Turkey,ASIA; NATO; MEA,,State institutions / political system,
48,Turkey,ASIA; NATO; MEA,,International / supranational organization,
48,Japan,ASIA; SCS; NEA,,State institutions / political system,
48,Japan,ASIA; SCS; NEA,,International / supranational organization,
48,India,ASIA; SASIA; SCO,,State institutions / political system,
48,India,ASIA; SASIA; SCO,,International / supranational organization,
49,"Congo, the Democratic Republic of the",AFRICA; SSA,,Unknown,
50,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
50,United States,NATO; NORTHAM,,State institutions / political system,Military
50,United States,NATO; NORTHAM,,Critical infrastructure,Defence industry
50,United States,NATO; NORTHAM,,Social groups,Political opposition / dissidents / expats
50,United States,NATO; NORTHAM,,Media,
50,France,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Government / ministries
50,France,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Military
50,France,EUROPE; NATO; EU; WESTEU,,Critical infrastructure,Defence industry
50,France,EUROPE; NATO; EU; WESTEU,,Social groups,Political opposition / dissidents / expats
50,France,EUROPE; NATO; EU; WESTEU,,Media,
50,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,Government / ministries
50,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,Military
50,Russia,EUROPE; EASTEU; CSTO; SCO,,Critical infrastructure,Defence industry
50,Russia,EUROPE; EASTEU; CSTO; SCO,,Social groups,Political opposition / dissidents / expats
50,Russia,EUROPE; EASTEU; CSTO; SCO,,Media,
50,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
50,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,Military
50,Pakistan,ASIA; SASIA; SCO,,Critical infrastructure,Defence industry
50,Pakistan,ASIA; SASIA; SCO,,Social groups,Political opposition / dissidents / expats
50,Pakistan,ASIA; SASIA; SCO,,Media,
50,Holy See (Vatican City State),EUROPE,,State institutions / political system,Government / ministries
50,Holy See (Vatican City State),EUROPE,,State institutions / political system,Military
50,Holy See (Vatican City State),EUROPE,,Critical infrastructure,Defence industry
50,Holy See (Vatican City State),EUROPE,,Social groups,Political opposition / dissidents / expats
50,Holy See (Vatican City State),EUROPE,,Media,
50,Austria,EUROPE; EU; WESTEU,,State institutions / political system,Government / ministries
50,Austria,EUROPE; EU; WESTEU,,State institutions / political system,Military
50,Austria,EUROPE; EU; WESTEU,,Critical infrastructure,Defence industry
50,Austria,EUROPE; EU; WESTEU,,Social groups,Political opposition / dissidents / expats
50,Austria,EUROPE; EU; WESTEU,,Media,
50,Hungary,EUROPE; NATO; EU; EASTEU,,State institutions / political system,Government / ministries
50,Hungary,EUROPE; NATO; EU; EASTEU,,State institutions / political system,Military
50,Hungary,EUROPE; NATO; EU; EASTEU,,Critical infrastructure,Defence industry
50,Hungary,EUROPE; NATO; EU; EASTEU,,Social groups,Political opposition / dissidents / expats
50,Hungary,EUROPE; NATO; EU; EASTEU,,Media,
50,Poland,EUROPE; NATO; EU; EASTEU,,State institutions / political system,Government / ministries
50,Poland,EUROPE; NATO; EU; EASTEU,,State institutions / political system,Military
50,Poland,EUROPE; NATO; EU; EASTEU,,Critical infrastructure,Defence industry
50,Poland,EUROPE; NATO; EU; EASTEU,,Social groups,Political opposition / dissidents / expats
50,Poland,EUROPE; NATO; EU; EASTEU,,Media,
51,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,Political parties
51,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,Election infrastructure / related systems
